Date,Open,High,Low,Close
2000-08-31,0.42438066464218605,0.4415715189509383,0.6026899877353302,0.5962635541157079
2000-09-01,0.4467070138323776,0.33752330037517453,0.6313220542808018,0.48345739114456904
2000-09-05,0.3883463510328577,0.33922437069363376,0.5564783632375844,0.4853016439169483
2000-09-06,0.3813975719347261,0.33185285934517855,0.5475670135201441,0.47730965787528495
2000-09-07,0.40538779183888474,0.3573025355801005,0.5783328842357259,0.5049014837058143
2000-09-08,0.3967536307762689,0.34814311126129077,0.5672601435917812,0.4949710925220663
2000-09-11,0.40537695742217633,0.35729104204654705,0.5783189898127044,0.5048890227388041
2000-09-12,0.4053738943474256,0.35728779262820065,0.578315061621877,0.5048854998104872
2000-09-13,0.4071047481154715,0.35912394370071027,0.5805347671297054,0.5068762033512146
2000-09-14,0.401902557191973,0.35360527504138983,0.5738633012561316,0.5008930174332961
2000-09-15,0.4071015664106231,0.35912056843534845,0.5805306868036221,0.50687254398309
2000-09-18,0.3932042908781524,0.3443778455982154,0.5627083498663648,0.49088889699933147
2000-09-19,0.4175524742325827,0.3702072621585593,0.5939332850372103,0.5188924266497111
2000-09-20,0.35838805794692274,0.3074435507330888,0.5180588332948176,0.45084576946855354
2000-09-21,0.4316973390528957,0.3852126364945112,0.612073138864715,0.5351608330285458
2000-09-22,0.4350875318440876,0.38880907326143077,0.6164208369488259,0.5390599889929423
2000-09-25,0.4488654005856526,0.40342512513927525,0.6340900425723126,0.5549063028721767
2000-09-26,0.4053865329700212,0.3573012001273565,0.5783312698196489,0.504900035845371
2000-09-27,0.4865512867247035,0.44340364991714626,0.682419699632071,0.5982498991698332
2000-09-28,0.393546843257864,0.34474123731333894,0.5108538874256303,0.45415473603733086
2000-09-29,0.35940615082020994,0.30852357976599276,0.514401053807781,0.46939038719160586
2000-10-02,0.37783180988230813,0.3408618382138961,0.5939086328239964,0.4989278189959989
2000-10-03,0.3967010017151901,0.348119674923142,0.5604968412914084,0.47898919645185656
2000-10-04,0.38102390801419705,0.32785369821471,0.5514778335795314,0.482829891603829
2000-10-05,0.40534059652072046,0.353556406281524,0.5805117228305394,0.5149082279795475
2000-10-06,0.4000883438893794,0.3535454583602116,0.5670305497378797,0.482733661245848
2000-10-09,0.396566044639074,0.3591055689918612,0.578253059784949,0.5250314065600402
2000-10-10,0.4668441016060867,0.40369181177180413,0.6571465378207322,0.5551954370461498
2000-10-11,0.41057471534549006,0.38122608162232113,0.5404466505173486,0.47092388652366257
2000-10-12,0.4348756089796754,0.4141689320985164,0.6612469020931527,0.6275298703459488
2000-10-13,0.4122910085738942,0.3210232473346838,0.547335159577681,0.430139478947985
2000-10-16,0.3622610610959879,0.3115521698534769,0.5627157105870071,0.4908954983311718
2000-10-17,0.4018693484474834,0.35357004602728304,0.5738207132371941,0.5008548231233786
2000-10-18,0.3948794593693055,0.3461549237537766,0.5648566426886703,0.49281555533882737
2000-10-19,0.40533854250972184,0.35725029014479437,0.5782697252276007,0.5048448406688617
2000-10-20,0.4281020534852866,0.38139863003549257,0.6074624228562518,0.5310257941006497
2000-10-23,0.41755890014345365,0.37021407899274567,0.5581532385608979,0.486803726163732
2000-10-24,0.3757598149626291,0.33141302450334126,0.5760197110313297,0.5088698270608855
2000-10-25,0.3457232801405877,0.30522898345753846,0.49732008626617763,0.43031741180643585
2000-10-26,0.4052840999115834,0.3590840138033993,0.5576722473983875,0.4823016591241714
2000-10-27,0.3999469002042585,0.3327723369012355,0.5713079515183217,0.4986012973141568
2000-10-30,0.38745875938231245,0.3382827819868424,0.5804633027800838,0.5068121118159521
2000-10-31,0.4124177314658571,0.374252957170422,0.5873483169648058,0.5212201619689298
2000-11-01,0.39810803542036255,0.34013365239190185,0.5689970779901834,0.48833276756742866
2000-11-02,0.41780013433743474,0.3704699887825741,0.5942508927455901,0.5191772674934194
2000-11-03,0.4124163775289615,0.36475870859212245,0.587346580630264,0.5129852575507524
2000-11-06,0.4070503749543299,0.35906626272269293,0.5804650371458719,0.5068136672511677
2000-11-07,0.4052612571402138,0.3571683030834196,0.578170611851567,0.5047559525943366
2000-11-08,0.4213661617665153,0.374252957170422,0.5988240871260341,0.5232786558142921
2000-11-09,0.42311759102824986,0.3761109354564729,0.6010701793439995,0.5252930238083051
2000-11-10,0.38570373684707837,0.33642099182880564,0.5530893852825821,0.4822622991071631
2000-11-13,0.4052612571402138,0.3571683030834196,0.578170611851567,0.5047559525943366
2000-11-14,0.4195763664726151,0.37235427883656264,0.5965287930087031,0.5212201619689298
2000-11-15,0.4124096235902427,0.3647515437743596,0.5873379191504495,0.5129774896561043
2000-11-16,0.4213278102075196,0.3742122724762656,0.598774903787552,0.5232345466089423
2000-11-17,0.39816105784014316,0.35907540090989337,0.569065075737537,0.5068235746176628
2000-11-20,0.4284574407305411,0.3722936785415336,0.6079181834989282,0.5211544608271831
2000-11-21,0.3981811049365144,0.3496574264846234,0.5690907848130536,0.4966128706535058
2000-11-22,0.41951924140781727,0.3722936785415336,0.5964555338903953,0.5211544608271831
2000-11-27,0.47633577355378853,0.43256667118948144,0.6693189794733861,0.5865007505039427
