Date,us 1 year bond Open,us 1 year bond High,us 1 year bond Low,us 1 year bond Close,us 3 year bond Open,us 3 year bond High,us 3 year bond Low,us 3 year bond Close,us 5 year bond Open,us 5 year bond High,us 5 year bond Low,us 5 year bond Close,us 10 year bond Open,us 10 year bond High,us 10 year bond Low,us 10 year bond Close,us 30 year bond Open,us 30 year bond High,us 30 year bond Low,us 30 year bond Close,uk 1 year bond Open,uk 1 year bond High,uk 1 year bond Low,uk 1 year bond Close,uk 3 year bond Open,uk 3 year bond High,uk 3 year bond Low,uk 3 year bond Close,uk 5 year bond Open,uk 5 year bond High,uk 5 year bond Low,uk 5 year bond Close,uk 10 year bond Open,uk 10 year bond High,uk 10 year bond Low,uk 10 year bond Close,uk 30 year bond Open,uk 30 year bond High,uk 30 year bond Low,uk 30 year bond Close
2000-01-05,0.7414698162729665,0.7727891156462593,0.763513513513514,0.7115869017632248,0.7060889929742395,0.6806167400881061,0.6560606060606069,0.5747922437673141,0.576446746228327,0.573669467787115,0.6161251504211793,0.6154585887726892,0.7414698162729665,0.7727891156462593,0.763513513513514,0.7115869017632248,0.7060889929742395,0.6806167400881061,0.6560606060606069,0.5747922437673141,0.3974526202716183,0.3974526202716185,0.3974526202716183,0.3974526202716184,0.429521276595745,0.4949970570924076,0.43328929986789994,0.43328929986789994,0.5735294117647064,0.6152716593245233,0.5971631205673764,0.5851528384279483,0.7286184210526306,0.746646795827123,0.7286184210526306,0.7286184210526306,0.6536412078152748,0.5912499999999998,0.6415441176470581,0.5317002881844379
2000-01-06,0.5328083989501309,0.5564625850340135,0.5486486486486482,0.5113350125944581,0.5304449648711935,0.5154185022026423,0.4287878787878777,0.3670360110803318,0.392929520378293,0.3910364145658262,0.4199759326113114,0.41952157711263355,0.5328083989501309,0.5564625850340135,0.5486486486486482,0.5113350125944581,0.5304449648711935,0.5154185022026423,0.4287878787878777,0.3670360110803318,0.36292488298933434,0.36292488298933445,0.3629248829893343,0.36292488298933434,0.3936170212765947,0.46321365509122925,0.3976221928665776,0.3976221928665776,0.5235294117647054,0.5653450807635825,0.5489361702127655,0.5356622998544394,0.5986842105263153,0.628912071535022,0.5986842105263152,0.5986842105263152,0.5133214920071049,0.4925000000000001,0.49632352941176433,0.4178674351585017
2000-01-07,0.5748031496062989,0.5999999999999999,0.5918918918918915,0.5516372795969771,0.5901639344262299,0.5715859030837007,0.5060606060606065,0.43767313019390663,0.4649853636568349,0.46274509803921665,0.49699157641395997,0.49645390070922085,0.5748031496062989,0.5999999999999999,0.5918918918918915,0.5516372795969771,0.5901639344262299,0.5715859030837007,0.5060606060606065,0.43767313019390663,0.3466584823141264,0.3466584823141265,0.3466584823141263,0.3466584823141263,0.34973404255319235,0.4243672748675699,0.3540290620871871,0.3540290620871871,0.44411764705882395,0.4860499265785614,0.47234042553191535,0.45705967976710393,0.47697368421052594,0.518628912071535,0.47697368421052594,0.4769736842105259,0.45115452930728217,0.4487499999999999,0.43198529411764636,0.367435158501441
2000-01-10,0.6640419947506565,0.6925170068027217,0.683783783783784,0.6372795969773304,0.6604215456674473,0.6376651982378853,0.5969696969696969,0.5207756232686983,0.5325377167304656,0.5299719887955178,0.5691937424789404,0.5685779540810189,0.6640419947506565,0.6925170068027217,0.683783783783784,0.6372795969773304,0.6604215456674473,0.6376651982378853,0.5969696969696969,0.5207756232686983,0.3541011279060842,0.35410112790608433,0.3541011279060842,0.3541011279060842,0.3098404255319142,0.3890523837551495,0.31439894319682893,0.31439894319682893,0.3735294117647049,0.41556534508076265,0.4042553191489353,0.38719068413391483,0.4309210526315792,0.4769001490312972,0.4309210526315792,0.4309210526315792,0.43516873889875585,0.4374999999999995,0.41544117647058687,0.3544668587896249
2000-01-11,0.7480314960629914,0.7795918367346932,0.7702702702702694,0.7178841309823671,0.7096018735362996,0.6839207048458146,0.6606060606060603,0.5789473684210525,0.576446746228327,0.573669467787115,0.6161251504211793,0.6154585887726892,0.7480314960629914,0.7795918367346932,0.7702702702702694,0.7178841309823671,0.7096018735362996,0.6839207048458146,0.6606060606060603,0.5789473684210525,0.4067367451852992,0.4067367451852993,0.4067367451852992,0.4067367451852992,0.48936170212765984,0.5479693937610361,0.49273447820343486,0.49273447820343486,0.6014705882352949,0.6431718061674017,0.6241134751773056,0.6128093158660853,0.7072368421052624,0.7272727272727267,0.7072368421052624,0.7072368421052624,0.6092362344582583,0.5599999999999994,0.5955882352941162,0.49567723342939424
2000-01-12,0.665354330708661,0.6938775510204079,0.6851351351351347,0.6385390428211584,0.6592505854800943,0.6365638766519828,0.5954545454545462,0.5193905817174524,0.5246566088718765,0.5221288515406172,0.5607701564380273,0.5601634811876437,0.665354330708661,0.6938775510204079,0.6851351351351347,0.6385390428211584,0.6592505854800943,0.6365638766519828,0.5954545454545462,0.5193905817174524,0.38939614823908525,0.38939614823908536,0.38939614823908525,0.38939614823908525,0.4242021276595742,0.49028840494408454,0.42800528401585175,0.4280052840158518,0.5352941176470584,0.5770925110132155,0.560283687943262,0.5473071324599706,0.6430921052631591,0.6691505216095393,0.6430921052631591,0.643092105263159,0.8419182948490238,0.7237500000000008,0.8363970588235302,0.6844380403458225
2000-01-13,0.5196850393700786,0.5428571428571429,0.535135135135135,0.49874055415617125,0.5351288056206086,0.5198237885462551,0.43484848484848443,0.37257617728531855,0.3850484125197029,0.38319327731092456,0.41155234657039724,0.41110710421925734,0.5196850393700786,0.5428571428571429,0.535135135135135,0.49874055415617125,0.5351288056206086,0.5198237885462551,0.43484848484848443,0.37257617728531855,0.3453541011279064,0.3453541011279065,0.3453541011279064,0.3453541011279064,0.3390957446808519,0.4149499705709248,0.34346103038309195,0.343461030383092,0.4044117647058826,0.4464023494860502,0.4340425531914896,0.4177583697234356,0.4243421052631574,0.4709388971684053,0.4243421052631574,0.4243421052631574,0.4689165186500882,0.46124999999999966,0.4503676470588225,0.381844380403458
2000-01-14,0.6837270341207348,0.7129251700680274,0.7040540540540539,0.6561712846347607,0.6498829039812652,0.6277533039647581,0.5833333333333341,0.5083102493074803,0.5336635892816931,0.5310924369747898,0.5703971119133572,0.5697800216372159,0.6837270341207348,0.7129251700680274,0.7040540540540539,0.6561712846347607,0.6498829039812652,0.6277533039647581,0.5833333333333341,0.5083102493074803,0.3551753241770895,0.35517532417708964,0.3551753241770895,0.3551753241770895,0.41622340425531856,0.48322542672160046,0.42007926023778014,0.42007926023778014,0.513235294117647,0.5550660792951542,0.5390070921985816,0.5254730713245999,0.6085526315789471,0.6378539493293592,0.6085526315789471,0.6085526315789471,0.6056838365896973,0.5574999999999997,0.5919117647058814,0.49279538904899106
2000-01-18,0.7020997375328086,0.7319727891156467,0.7229729729729731,0.6738035264483629,0.6779859484777514,0.6541850220264311,0.6196969696969692,0.5415512465373958,0.5167755010132854,0.5142857142857146,0.552346570397112,0.5517490082942664,0.7020997375328086,0.7319727891156467,0.7229729729729731,0.6738035264483629,0.6779859484777514,0.6541850220264311,0.6196969696969692,0.5415512465373958,0.3808793063761221,0.3808793063761222,0.3808793063761221,0.3808793063761221,0.46143617021276634,0.5232489699823428,0.46499339498018527,0.46499339498018527,0.6132352941176478,0.6549192364170345,0.6354609929078021,0.6244541484716166,0.7434210526315785,0.7600596125186287,0.7434210526315785,0.7434210526315785,0.7335701598579034,0.6474999999999997,0.7242647058823521,0.5965417867435157
2000-01-19,0.5800524934383204,0.6054421768707487,0.5972972972972975,0.5566750629722925,0.5714285714285718,0.5539647577092514,0.4818181818181823,0.415512465373962,0.45372663814456216,0.45154061624649877,0.4849578820697955,0.48443322514725345,0.5800524934383204,0.6054421768707487,0.5972972972972975,0.5566750629722925,0.5714285714285718,0.5539647577092514,0.4818181818181823,0.415512465373962,0.32701603621576014,0.32701603621576025,0.32701603621576014,0.32701603621576014,0.3377659574468077,0.4137728075338427,0.34214002642007846,0.34214002642007846,0.4161764705882355,0.45814977973568305,0.44539007092198607,0.42940320232896695,0.45559210526315763,0.4992548435171387,0.45559210526315763,0.45559210526315763,0.5666074600355229,0.5299999999999994,0.5514705882352926,0.4610951008645527
2000-01-20,0.6889763779527552,0.718367346938775,0.7094594594594587,0.661209068010075,0.6323185011709601,0.6112334801762113,0.5606060606060606,0.48753462603878134,0.5347894618329206,0.532212885154062,0.571600481347774,0.570982089193413,0.6889763779527552,0.718367346938775,0.7094594594594587,0.661209068010075,0.6323185011709601,0.6112334801762113,0.5606060606060606,0.48753462603878134,0.389856518069516,0.3898565180695161,0.389856518069516,0.389856518069516,0.4242021276595754,0.49028840494408554,0.4280052840158529,0.42800528401585297,0.5602941176470588,0.6020558002936859,0.5843971631205674,0.5720524017467251,0.6430921052631575,0.6691505216095379,0.6430921052631575,0.6430921052631575,0.7229129662522208,0.6400000000000006,0.7132352941176474,0.5878962536023062
2000-01-21,0.5866141732283465,0.612244897959184,0.6040540540540541,0.562972292191436,0.5620608899297418,0.5451541850220256,0.46969696969696884,0.40443213296398844,0.44584553028597207,0.44369747899159717,0.4765342960288813,0.47601875225387724,0.5866141732283465,0.612244897959184,0.6040540540540541,0.562972292191436,0.5620608899297418,0.5451541850220256,0.46969696969696884,0.40443213296398844,0.355098595872018,0.3550985958720181,0.3550985958720179,0.355098595872018,0.38031914893616947,0.4514420247204231,0.38441215323645894,0.38441215323645894,0.43823529411764683,0.4801762114537443,0.46666666666666645,0.4512372634643377,0.49506578947368407,0.535022354694486,0.495065789473684,0.495065789473684,0.5488454706927168,0.5174999999999996,0.5330882352941165,0.4466858789625357
2000-01-24,0.5013123359580048,0.5238095238095236,0.5162162162162157,0.4811083123425689,0.5468384074941457,0.5308370044052867,0.4500000000000006,0.38642659279778485,0.38392253996847536,0.3820728291316525,0.4103489771359805,0.4099050366630603,0.5013123359580048,0.5238095238095236,0.5162162162162157,0.4811083123425689,0.5468384074941457,0.5308370044052867,0.4500000000000006,0.38642659279778485,0.35371748638072575,0.35371748638072587,0.35371748638072575,0.35371748638072575,0.3989361702127667,0.46792230723955336,0.40290620871862687,0.40290620871862687,0.4720588235294111,0.5139500734214384,0.49929078014184336,0.4847161572052397,0.5115131578947363,0.5499254843517137,0.5115131578947363,0.5115131578947363,0.5666074600355244,0.5300000000000005,0.5514705882352943,0.46109510086455396
